shared_material_path_id,font_key,bundle,material_name,property_type,property_name,value,scale,offset
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,texture,_MainTex,5218067429375919017,"1.0,1.0","0.0,0.0"
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,texture,_OutlineTex,0,"1.0,1.0","0.0,0.0"
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,float,_Ambient,0.5,,
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,float,_Bevel,0.5,,
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,float,_BevelClamp,0.0,,
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,float,_BevelOffset,0.0,,
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,float,_BevelRoundness,0.0,,
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,float,_BevelWidth,0.0,,
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,float,_BumpFace,0.0,,
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,float,_BumpOutline,0.0,,
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,float,_ColorMask,15.0,,
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,float,_CullMode,0.0,,
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,float,_Diffuse,0.5,,
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,float,_FaceDilate,0.20000000298023224,,
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,float,_FaceUVSpeedX,0.0,,
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,float,_FaceUVSpeedY,0.0,,
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,float,_GlowInner,0.05000000074505806,,
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,float,_GlowOffset,0.0,,
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,float,_GlowOuter,0.05000000074505806,,
5325321661327454409,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,EPM_hei_0.2_0.2,float,_GlowPower,0.75,,
