font_key,bundle,font_path_id,glyph_index,width,height,bearing_x,bearing_y,advance,rect_x,rect_y,rect_width,rect_height,scale,atlas_index
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1736,41.84375,37.640625,1.203125,30.796875,44.0,1487,353,43,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1740,38.203125,37.203125,1.71875,30.796875,44.0,1276,10,39,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1764,38.203125,37.203125,1.71875,30.796875,44.0,1574,346,39,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1772,36.515625,37.203125,2.203125,30.796875,44.0,1929,182,37,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1780,36.6875,37.640625,2.078125,30.796875,44.0,10,288,37,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1785,38.8125,32.28125,2.59375,29.5625,44.0,1398,10,40,33,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1804,38.8125,32.28125,2.59375,29.5625,44.0,1158,10,40,33,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1839,38.8125,36.078125,2.59375,29.765625,44.0,1934,458,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1840,38.8125,35.96875,2.59375,29.5625,44.0,68,577,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1847,36.5625,37.203125,2.15625,30.796875,44.0,1032,68,37,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1855,43.359375,37.203125,-0.3125,30.796875,44.0,1061,181,45,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1857,43.359375,37.203125,-0.3125,30.796875,44.0,767,353,45,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1858,43.359375,37.71875,-0.3125,30.796875,44.0,1352,397,45,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1870,39.6875,37.203125,0.234375,30.796875,44.0,876,178,40,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1872,39.921875,37.203125,0.234375,30.796875,44.0,127,620,41,38,1.0,0
