font_key,bundle,font_path_id,unicode,unicode_hex,char,glyph_index,scale,element_type
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48177,U+BC31,백,2000,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48264,U+BC88,번,2015,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48268,U+BC8C,벌,2017,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48292,U+BCA4,벤,2026,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48296,U+BCA8,벨,2028,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48320,U+BCC0,변,2036,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48324,U+BCC4,별,2037,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48372,U+BCF4,보,2045,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48373,U+BCF5,복,2046,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48376,U+BCF8,본,2048,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48380,U+BCFC,볼,2049,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48512,U+BD80,부,2067,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48516,U+BD84,분,2069,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48520,U+BD88,불,2071,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48596,U+BDD4,뷔,2084,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48708,U+BE44,비,2102,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,48977,U+BF51,뽑,2159,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49324,U+C0AC,사,2186,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49345,U+C0C1,상,2198,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49352,U+C0C8,새,2200,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49353,U+C0C9,색,2201,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49436,U+C11C,서,2222,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49440,U+C120,선,2226,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49444,U+C124,설,2228,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49457,U+C131,성,2235,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49464,U+C138,세,2237,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49483,U+C14B,셋,2243,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49548,U+C18C,소,2259,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49549,U+C18D,속,2260,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49688,U+C218,수,2295,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49692,U+C21C,순,2297,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49800,U+C288,슈,2323,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49828,U+C2A4,스,2329,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49845,U+C2B5,습,2335,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49884,U+C2DC,시,2338,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49888,U+C2E0,신,2340,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49900,U+C2EC,심,2344,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,49933,U+C30D,쌍,2357,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,50500,U+C544,아,2435,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,50504,U+C548,안,2437,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,50520,U+C558,았,2447,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,50557,U+C57D,약,2461,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,50612,U+C5B4,어,2475,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,50613,U+C5B5,억,2476,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,50628,U+C5C4,엄,2483,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,50629,U+C5C5,업,2484,1.0,1
